user_id,treatment_group,displayed_price,clicked,purchased,revenue
238,A,10.0,1,0,0.0
239,B,11.5,0,0,0.0
240,A,10.0,0,0,0.0
241,B,11.5,0,0,0.0
242,B,11.5,0,0,0.0
243,B,11.5,1,0,0.0
244,A,10.0,1,1,10.0
245,A,10.0,1,0,0.0
246,B,11.5,0,0,0.0
247,A,10.0,0,0,0.0
248,B,11.5,1,0,0.0
249,B,11.5,0,0,0.0
250,B,11.5,0,0,0.0
251,A,10.0,1,1,10.0
252,A,10.0,0,0,0.0
253,B,11.5,0,0,0.0
254,A,10.0,0,0,0.0
255,A,10.0,1,0,0.0
256,B,11.5,0,0,0.0
257,B,11.5,0,0,0.0
258,B,11.5,0,0,0.0
259,B,11.5,0,0,0.0
260,A,10.0,0,0,0.0
261,B,11.5,0,0,0.0
262,B,11.5,0,0,0.0
263,A,10.0,1,0,0.0
264,B,11.5,0,0,0.0
265,B,11.5,1,0,0.0
266,B,11.5,0,0,0.0
267,B,11.5,0,0,0.0
268,B,11.5,0,0,0.0
269,A,10.0,0,0,0.0
270,A,10.0,1,0,0.0
271,B,11.5,1,0,0.0
272,B,11.5,0,0,0.0
273,B,11.5,1,0,0.0
274,B,11.5,0,0,0.0
275,B,11.5,1,0,0.0
276,B,11.5,0,0,0.0
277,B,11.5,0,0,0.0
278,B,11.5,0,0,0.0
279,B,11.5,0,0,0.0
280,B,11.5,0,0,0.0
281,B,11.5,1,0,0.0
282,A,10.0,0,0,0.0
283,A,10.0,0,0,0.0
284,A,10.0,0,0,0.0
285,B,11.5,1,0,0.0
286,A,10.0,1,1,10.0
287,A,10.0,0,0,0.0
288,B,11.5,0,0,0.0
289,A,10.0,0,0,0.0
290,B,11.5,1,0,0.0
291,A,10.0,0,0,0.0
292,A,10.0,0,0,0.0
293,B,11.5,0,0,0.0
294,A,10.0,0,0,0.0
295,A,10.0,1,0,0.0
296,B,11.5,0,0,0.0
297,B,11.5,0,0,0.0
298,A,10.0,0,0,0.0
299,B,11.5,0,0,0.0
300,A,10.0,1,1,10.0
301,A,10.0,0,0,0.0
302,B,11.5,1,1,11.5
303,B,11.5,0,0,0.0
304,B,11.5,0,0,0.0
305,B,11.5,1,0,0.0
306,B,11.5,1,1,11.5
307,B,11.5,1,0,0.0
308,A,10.0,0,0,0.0
309,B,11.5,0,0,0.0
310,A,10.0,1,0,0.0
311,A,10.0,1,0,0.0
312,A,10.0,0,0,0.0
313,A,10.0,0,0,0.0
314,B,11.5,1,0,0.0
315,B,11.5,0,0,0.0
316,B,11.5,1,0,0.0
317,A,10.0,0,0,0.0
318,A,10.0,0,0,0.0
319,A,10.0,0,0,0.0
320,A,10.0,1,0,0.0
321,B,11.5,1,1,11.5
322,B,11.5,0,0,0.0
323,B,11.5,0,0,0.0
324,A,10.0,1,1,10.0
325,B,11.5,0,0,0.0
326,B,11.5,0,0,0.0
327,B,11.5,0,0,0.0
328,B,11.5,0,0,0.0
329,A,10.0,0,0,0.0
330,A,10.0,0,0,0.0
331,A,10.0,0,0,0.0
332,B,11.5,0,0,0.0
333,A,10.0,0,0,0.0
334,A,10.0,0,0,0.0
335,A,10.0,1,0,0.0
336,A,10.0,1,0,0.0
337,B,11.5,0,0,0.0
338,B,11.5,0,0,0.0
339,A,10.0,1,1,10.0
340,A,10.0,1,0,0.0
341,A,10.0,1,1,10.0
342,A,10.0,0,0,0.0
343,A,10.0,0,0,0.0
344,A,10.0,0,0,0.0
345,A,10.0,0,0,0.0
346,B,11.5,1,0,0.0
347,B,11.5,1,1,11.5
348,A,10.0,1,0,0.0
349,A,10.0,1,0,0.0
350,B,11.5,0,0,0.0
351,B,11.5,0,0,0.0
352,B,11.5,1,0,0.0
353,B,11.5,1,0,0.0
354,A,10.0,0,0,0.0
355,A,10.0,0,0,0.0
356,B,11.5,1,0,0.0
357,A,10.0,0,0,0.0
358,B,11.5,0,0,0.0
359,B,11.5,0,0,0.0
360,B,11.5,0,0,0.0
361,A,10.0,0,0,0.0
362,B,11.5,1,1,11.5
363,A,10.0,0,0,0.0
364,B,11.5,0,0,0.0
365,B,11.5,0,0,0.0
366,A,10.0,0,0,0.0
367,B,11.5,0,0,0.0
368,B,11.5,0,0,0.0
369,A,10.0,0,0,0.0
370,A,10.0,0,0,0.0
371,A,10.0,0,0,0.0
372,A,10.0,0,0,0.0
373,A,10.0,0,0,0.0
374,B,11.5,1,0,0.0
375,A,10.0,0,0,0.0
376,A,10.0,0,0,0.0
377,B,11.5,1,0,0.0
378,A,10.0,0,0,0.0
379,B,11.5,0,0,0.0
380,A,10.0,0,0,0.0
381,A,10.0,1,0,0.0
382,B,11.5,0,0,0.0
383,B,11.5,0,0,0.0
384,B,11.5,1,0,0.0
385,B,11.5,1,0,0.0
386,B,11.5,0,0,0.0
387,A,10.0,1,0,0.0
388,A,10.0,0,0,0.0
389,B,11.5,0,0,0.0
390,B,11.5,0,0,0.0
391,B,11.5,0,0,0.0
392,A,10.0,0,0,0.0
393,A,10.0,1,1,10.0
394,B,11.5,0,0,0.0
395,A,10.0,0,0,0.0
396,B,11.5,0,0,0.0
397,B,11.5,0,0,0.0
398,A,10.0,0,0,0.0
399,B,11.5,1,0,0.0
400,B,11.5,1,0,0.0
401,A,10.0,1,1,10.0
402,B,11.5,1,0,0.0
403,B,11.5,0,0,0.0
404,B,11.5,0,0,0.0
405,A,10.0,0,0,0.0
406,B,11.5,0,0,0.0
407,A,10.0,0,0,0.0
408,A,10.0,0,0,0.0
409,B,11.5,0,0,0.0
410,A,10.0,0,0,0.0
411,A,10.0,0,0,0.0
412,B,11.5,0,0,0.0
413,B,11.5,0,0,0.0
414,B,11.5,0,0,0.0
415,B,11.5,1,0,0.0
416,A,10.0,0,0,0.0
417,A,10.0,0,0,0.0
418,A,10.0,1,0,0.0
419,B,11.5,0,0,0.0
420,B,11.5,0,0,0.0
421,B,11.5,0,0,0.0
422,B,11.5,0,0,0.0
423,A,10.0,1,0,0.0
424,A,10.0,1,0,0.0
425,A,10.0,0,0,0.0
426,B,11.5,0,0,0.0
427,A,10.0,0,0,0.0
428,B,11.5,0,0,0.0
429,A,10.0,0,0,0.0
430,A,10.0,1,0,0.0
431,A,10.0,0,0,0.0
432,B,11.5,0,0,0.0
433,B,11.5,1,0,0.0
434,A,10.0,1,0,0.0
435,A,10.0,0,0,0.0
436,B,11.5,1,1,11.5
437,A,10.0,1,0,0.0
438,B,11.5,0,0,0.0
439,B,11.5,1,0,0.0
440,A,10.0,0,0,0.0
441,A,10.0,0,0,0.0
442,B,11.5,0,0,0.0
443,A,10.0,0,0,0.0
444,A,10.0,0,0,0.0
445,B,11.5,0,0,0.0
446,B,11.5,0,0,0.0
447,B,11.5,0,0,0.0
448,B,11.5,1,0,0.0
449,A,10.0,1,1,10.0
450,A,10.0,1,1,10.0
451,B,11.5,0,0,0.0
452,B,11.5,0,0,0.0
453,A,10.0,0,0,0.0
454,B,11.5,0,0,0.0
455,A,10.0,0,0,0.0
456,A,10.0,0,0,0.0
457,A,10.0,0,0,0.0
458,A,10.0,1,0,0.0
459,A,10.0,1,0,0.0
460,A,10.0,1,0,0.0
461,A,10.0,0,0,0.0
462,B,11.5,1,0,0.0
463,B,11.5,0,0,0.0
464,B,11.5,0,0,0.0
465,B,11.5,1,0,0.0
466,A,10.0,0,0,0.0
467,A,10.0,1,1,10.0
468,B,11.5,0,0,0.0
469,A,10.0,1,0,0.0
470,B,11.5,0,0,0.0
471,A,10.0,1,0,0.0
472,B,11.5,0,0,0.0
473,A,10.0,0,0,0.0
474,B,11.5,0,0,0.0
475,B,11.5,0,0,0.0
476,B,11.5,0,0,0.0
477,A,10.0,0,0,0.0
478,B,11.5,0,0,0.0
479,B,11.5,1,0,0.0
480,B,11.5,0,0,0.0
481,B,11.5,1,1,11.5
482,B,11.5,0,0,0.0
483,A,10.0,1,0,0.0
484,B,11.5,0,0,0.0
485,B,11.5,1,0,0.0
486,B,11.5,0,0,0.0
487,A,10.0,0,0,0.0
488,A,10.0,0,0,0.0
489,B,11.5,0,0,0.0
490,B,11.5,0,0,0.0
491,A,10.0,0,0,0.0
492,B,11.5,0,0,0.0
493,A,10.0,0,0,0.0
494,A,10.0,1,0,0.0
495,A,10.0,1,0,0.0
496,A,10.0,0,0,0.0
497,B,11.5,1,0,0.0
498,A,10.0,1,0,0.0
499,B,11.5,0,0,0.0
500,B,11.5,1,0,0.0
501,B,11.5,1,0,0.0
502,B,11.5,0,0,0.0
503,A,10.0,0,0,0.0
504,B,11.5,0,0,0.0
505,B,11.5,0,0,0.0
506,A,10.0,1,0,0.0
507,B,11.5,0,0,0.0
508,B,11.5,1,0,0.0
509,B,11.5,0,0,0.0
510,B,11.5,1,0,0.0
511,B,11.5,0,0,0.0
512,A,10.0,1,0,0.0
513,B,11.5,1,0,0.0
514,B,11.5,0,0,0.0
515,A,10.0,0,0,0.0
516,A,10.0,0,0,0.0
517,A,10.0,0,0,0.0
518,B,11.5,1,1,11.5
519,B,11.5,1,1,11.5
520,A,10.0,1,1,10.0
521,B,11.5,0,0,0.0
522,A,10.0,1,1,10.0
523,B,11.5,1,0,0.0
524,B,11.5,0,0,0.0
525,B,11.5,0,0,0.0
526,A,10.0,0,0,0.0
527,A,10.0,0,0,0.0
528,A,10.0,0,0,0.0
529,A,10.0,0,0,0.0
530,B,11.5,0,0,0.0
531,B,11.5,0,0,0.0
532,B,11.5,0,0,0.0
533,B,11.5,1,0,0.0
534,B,11.5,1,1,11.5
535,B,11.5,0,0,0.0
536,B,11.5,1,0,0.0
537,B,11.5,0,0,0.0
538,A,10.0,0,0,0.0
539,A,10.0,0,0,0.0
540,A,10.0,0,0,0.0
541,B,11.5,0,0,0.0
542,B,11.5,0,0,0.0
543,A,10.0,1,0,0.0
544,B,11.5,0,0,0.0
545,B,11.5,0,0,0.0
546,A,10.0,0,0,0.0
547,A,10.0,1,0,0.0
548,B,11.5,0,0,0.0
549,B,11.5,1,0,0.0
550,B,11.5,0,0,0.0
551,B,11.5,0,0,0.0
552,B,11.5,0,0,0.0
553,B,11.5,0,0,0.0
554,B,11.5,0,0,0.0
555,B,11.5,0,0,0.0
556,A,10.0,1,0,0.0
557,A,10.0,0,0,0.0
558,A,10.0,0,0,0.0
559,B,11.5,0,0,0.0
560,B,11.5,0,0,0.0
561,B,11.5,0,0,0.0
562,A,10.0,1,0,0.0
563,A,10.0,1,0,0.0
564,A,10.0,1,0,0.0
565,A,10.0,1,1,10.0
566,B,11.5,0,0,0.0
567,A,10.0,1,0,0.0
568,A,10.0,0,0,0.0
569,B,11.5,0,0,0.0
570,A,10.0,1,0,0.0
571,B,11.5,0,0,0.0
572,B,11.5,0,0,0.0
573,A,10.0,0,0,0.0
574,B,11.5,0,0,0.0
575,B,11.5,0,0,0.0
576,B,11.5,1,0,0.0
577,A,10.0,0,0,0.0
578,B,11.5,0,0,0.0
579,A,10.0,0,0,0.0
580,A,10.0,0,0,0.0
581,A,10.0,0,0,0.0
582,B,11.5,1,0,0.0
583,A,10.0,1,0,0.0
584,A,10.0,0,0,0.0
585,B,11.5,0,0,0.0
586,A,10.0,1,0,0.0
587,A,10.0,0,0,0.0
588,A,10.0,0,0,0.0
589,A,10.0,1,1,10.0
590,A,10.0,1,0,0.0
591,A,10.0,1,1,10.0
592,B,11.5,1,0,0.0
593,A,10.0,0,0,0.0
594,A,10.0,1,0,0.0
595,B,11.5,1,0,0.0
596,A,10.0,1,0,0.0
597,B,11.5,0,0,0.0
598,A,10.0,0,0,0.0
599,A,10.0,0,0,0.0
600,A,10.0,1,0,0.0
601,A,10.0,0,0,0.0
602,A,10.0,1,0,0.0
603,A,10.0,1,0,0.0
604,A,10.0,0,0,0.0
605,A,10.0,0,0,0.0
606,A,10.0,0,0,0.0
607,A,10.0,1,0,0.0
608,A,10.0,0,0,0.0
609,B,11.5,1,0,0.0
610,B,11.5,1,0,0.0
611,A,10.0,1,0,0.0
612,B,11.5,0,0,0.0
613,B,11.5,0,0,0.0
614,A,10.0,0,0,0.0
615,B,11.5,0,0,0.0
616,B,11.5,0,0,0.0
617,A,10.0,0,0,0.0
618,A,10.0,1,0,0.0
619,B,11.5,0,0,0.0
620,B,11.5,1,0,0.0
621,A,10.0,0,0,0.0
622,A,10.0,1,0,0.0
623,A,10.0,0,0,0.0
624,A,10.0,1,0,0.0
625,B,11.5,1,1,11.5
626,A,10.0,0,0,0.0
627,A,10.0,1,0,0.0
628,B,11.5,1,0,0.0
629,A,10.0,1,0,0.0
630,A,10.0,0,0,0.0
631,B,11.5,1,0,0.0
632,B,11.5,0,0,0.0
633,B,11.5,0,0,0.0
634,B,11.5,1,0,0.0
635,A,10.0,0,0,0.0
636,A,10.0,0,0,0.0
637,B,11.5,0,0,0.0
638,A,10.0,0,0,0.0
639,A,10.0,1,0,0.0
640,A,10.0,0,0,0.0
641,A,10.0,0,0,0.0
642,A,10.0,1,0,0.0
643,A,10.0,0,0,0.0
644,A,10.0,1,0,0.0
645,A,10.0,0,0,0.0
646,B,11.5,1,0,0.0
647,B,11.5,0,0,0.0
648,B,11.5,0,0,0.0
649,B,11.5,0,0,0.0
650,A,10.0,0,0,0.0
651,A,10.0,1,0,0.0
652,B,11.5,0,0,0.0
653,B,11.5,0,0,0.0
654,B,11.5,1,0,0.0
655,A,10.0,0,0,0.0
656,A,10.0,0,0,0.0
657,A,10.0,1,0,0.0
658,A,10.0,1,0,0.0
659,B,11.5,0,0,0.0
660,B,11.5,1,0,0.0
661,A,10.0,1,1,10.0
662,B,11.5,1,1,11.5
663,B,11.5,0,0,0.0
664,A,10.0,0,0,0.0
665,A,10.0,0,0,0.0
666,A,10.0,1,0,0.0
667,A,10.0,0,0,0.0
668,A,10.0,1,0,0.0
669,A,10.0,0,0,0.0
670,A,10.0,0,0,0.0
671,A,10.0,0,0,0.0
672,B,11.5,0,0,0.0
673,A,10.0,1,0,0.0
674,B,11.5,0,0,0.0
675,A,10.0,0,0,0.0
676,B,11.5,0,0,0.0
677,A,10.0,1,0,0.0
678,A,10.0,0,0,0.0
679,B,11.5,0,0,0.0
680,B,11.5,1,0,0.0
681,B,11.5,0,0,0.0
682,A,10.0,0,0,0.0
683,A,10.0,0,0,0.0
684,B,11.5,0,0,0.0
685,B,11.5,0,0,0.0
686,B,11.5,1,0,0.0
687,B,11.5,1,1,11.5
688,A,10.0,0,0,0.0
689,B,11.5,0,0,0.0
690,A,10.0,0,0,0.0
691,A,10.0,0,0,0.0
692,A,10.0,0,0,0.0
693,B,11.5,0,0,0.0
694,A,10.0,0,0,0.0
695,A,10.0,1,0,0.0
696,B,11.5,0,0,0.0
697,A,10.0,0,0,0.0
698,B,11.5,0,0,0.0
699,A,10.0,1,0,0.0
700,A,10.0,1,0,0.0
701,B,11.5,1,0,0.0
702,A,10.0,0,0,0.0
703,A,10.0,1,0,0.0
704,A,10.0,1,0,0.0
705,A,10.0,0,0,0.0
706,B,11.5,0,0,0.0
707,A,10.0,0,0,0.0
708,B,11.5,0,0,0.0
709,A,10.0,0,0,0.0
710,B,11.5,1,0,0.0
711,B,11.5,1,0,0.0
712,B,11.5,0,0,0.0
713,A,10.0,0,0,0.0
714,A,10.0,1,1,10.0
715,A,10.0,0,0,0.0
716,B,11.5,0,0,0.0
717,B,11.5,0,0,0.0
718,B,11.5,0,0,0.0
719,A,10.0,1,0,0.0
720,B,11.5,0,0,0.0
721,B,11.5,1,0,0.0
722,A,10.0,0,0,0.0
723,A,10.0,0,0,0.0
724,B,11.5,0,0,0.0
725,B,11.5,0,0,0.0
726,B,11.5,0,0,0.0
727,A,10.0,0,0,0.0
728,B,11.5,0,0,0.0
729,A,10.0,1,0,0.0
730,A,10.0,0,0,0.0
731,A,10.0,0,0,0.0
732,B,11.5,0,0,0.0
733,B,11.5,0,0,0.0
734,B,11.5,0,0,0.0
735,A,10.0,0,0,0.0
736,B,11.5,1,1,11.5
737,A,10.0,1,0,0.0
738,B,11.5,0,0,0.0
739,A,10.0,1,0,0.0
740,A,10.0,1,0,0.0
741,A,10.0,1,1,10.0
742,A,10.0,0,0,0.0
743,B,11.5,0,0,0.0
744,B,11.5,1,0,0.0
745,A,10.0,0,0,0.0
746,B,11.5,1,0,0.0
747,A,10.0,0,0,0.0
748,B,11.5,0,0,0.0
749,B,11.5,0,0,0.0
750,B,11.5,0,0,0.0
751,A,10.0,1,0,0.0
752,B,11.5,0,0,0.0
753,B,11.5,0,0,0.0
754,A,10.0,1,0,0.0
755,A,10.0,1,0,0.0
756,B,11.5,1,0,0.0
757,B,11.5,0,0,0.0
758,B,11.5,0,0,0.0
759,B,11.5,0,0,0.0
760,B,11.5,0,0,0.0
761,A,10.0,1,0,0.0
762,A,10.0,1,1,10.0
763,A,10.0,1,0,0.0
764,B,11.5,0,0,0.0
765,A,10.0,1,1,10.0
766,B,11.5,0,0,0.0
767,B,11.5,1,0,0.0
768,B,11.5,0,0,0.0
769,A,10.0,0,0,0.0
770,B,11.5,1,0,0.0
771,A,10.0,1,1,10.0
772,B,11.5,1,0,0.0
773,A,10.0,1,0,0.0
774,A,10.0,0,0,0.0
775,B,11.5,1,1,11.5
776,A,10.0,0,0,0.0
777,A,10.0,0,0,0.0
778,B,11.5,1,0,0.0
779,B,11.5,1,1,11.5
780,B,11.5,1,0,0.0
781,B,11.5,1,0,0.0
782,B,11.5,1,0,0.0
783,A,10.0,0,0,0.0
784,A,10.0,0,0,0.0
785,A,10.0,1,0,0.0
786,B,11.5,0,0,0.0
787,B,11.5,1,1,11.5
788,A,10.0,0,0,0.0
789,A,10.0,0,0,0.0
790,B,11.5,1,0,0.0
791,A,10.0,0,0,0.0
792,B,11.5,1,1,11.5
793,B,11.5,1,0,0.0
794,B,11.5,1,0,0.0
795,A,10.0,0,0,0.0
796,B,11.5,1,0,0.0
797,B,11.5,0,0,0.0
798,B,11.5,0,0,0.0
799,B,11.5,1,0,0.0
800,B,11.5,1,0,0.0
801,B,11.5,0,0,0.0
802,A,10.0,0,0,0.0
803,B,11.5,1,0,0.0
804,B,11.5,1,0,0.0
805,A,10.0,0,0,0.0
806,B,11.5,1,0,0.0
807,B,11.5,0,0,0.0
808,B,11.5,0,0,0.0
809,A,10.0,1,1,10.0
810,A,10.0,0,0,0.0
811,B,11.5,0,0,0.0
812,B,11.5,0,0,0.0
813,A,10.0,0,0,0.0
814,B,11.5,0,0,0.0
815,B,11.5,0,0,0.0
816,B,11.5,1,0,0.0
817,B,11.5,0,0,0.0
818,A,10.0,0,0,0.0
819,A,10.0,0,0,0.0
820,A,10.0,0,0,0.0
821,B,11.5,0,0,0.0
822,A,10.0,1,0,0.0
823,A,10.0,0,0,0.0
824,A,10.0,1,0,0.0
825,B,11.5,0,0,0.0
826,B,11.5,0,0,0.0
827,A,10.0,1,0,0.0
828,A,10.0,1,0,0.0
829,B,11.5,0,0,0.0
830,A,10.0,0,0,0.0
831,A,10.0,1,1,10.0
832,A,10.0,1,0,0.0
833,A,10.0,0,0,0.0
834,A,10.0,1,0,0.0
835,A,10.0,0,0,0.0
836,A,10.0,1,0,0.0
837,B,11.5,0,0,0.0
838,A,10.0,0,0,0.0
839,B,11.5,0,0,0.0
840,B,11.5,1,0,0.0
841,A,10.0,0,0,0.0
842,B,11.5,0,0,0.0
843,A,10.0,1,0,0.0
844,B,11.5,0,0,0.0
845,A,10.0,0,0,0.0
846,A,10.0,0,0,0.0
847,A,10.0,0,0,0.0
848,B,11.5,0,0,0.0
849,B,11.5,0,0,0.0
850,B,11.5,1,0,0.0
851,A,10.0,0,0,0.0
852,B,11.5,1,0,0.0
853,A,10.0,1,0,0.0
854,B,11.5,0,0,0.0
855,A,10.0,1,0,0.0
856,A,10.0,0,0,0.0
857,A,10.0,0,0,0.0
858,A,10.0,1,1,10.0
859,B,11.5,1,1,11.5
860,A,10.0,1,0,0.0
861,B,11.5,0,0,0.0
862,A,10.0,0,0,0.0
863,B,11.5,0,0,0.0
864,A,10.0,0,0,0.0
865,A,10.0,0,0,0.0
866,B,11.5,0,0,0.0
867,A,10.0,1,0,0.0
868,A,10.0,0,0,0.0
869,B,11.5,0,0,0.0
870,B,11.5,0,0,0.0
871,A,10.0,0,0,0.0
